1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	-10
17	-20
18	-30
19	-40
20	-50
21	-60
22	-70
23	-80
24	-80
25	-80
26	-80
27	-80
28	-80
29	-80
30	-80
31	-80
32	-80
33	-80
34	-80
35	-80
36	-80
37	-80
38	-80
39	-80
40	-80
41	-80
42	-80
43	-80
44	-80
45	-80
46	-80
47	-80
48	-80
49	-80
50	-80
51	-80
52	-80
53	-80
54	-80
55	-80
56	-80
57	-80
58	-80
59	-80
60	-80
61	-80
62	-80
63	-80
64	-80
65	-80
66	-80
67	-80
68	-80
69	-80
70	-80
71	-80
72	-80
73	-80
74	-80
75	-80
76	-80
77	-80
78	-80
79	-80
80	-80
81	-80
82	-80
83	-80
84	-80
85	-80
86	-80
87	-80
88	-80
89	-80
90	-80
91	-80
92	-80
93	-80
94	-80
95	-80
96	-80
97	-80
98	-80
99	-80
100	-80
101	-80
102	-80
103	-80
104	-80
105	-80
106	-80
107	-80
108	-80
109	-80
110	-80
111	-80
112	-80
113	-80
114	-80
115	-80
